match_id,league_id,season,match_date,home_team_id,away_team_id,home_score,away_score,stadium,match_status,attendance
2885,6,2020-2021,2021-05-29,48,41,1,3,Stadium 6-8,Completed,13286
2886,6,2022-2023,2020-11-17,48,43,1,1,Stadium 6-8,Completed,13866
2887,6,2023-2024,2021-01-31,45,46,1,5,Stadium 6-5,Completed,10994
2888,6,2020-2021,2020-12-10,42,41,1,2,Stadium 6-2,Completed,32607
2889,6,2022-2023,2020-12-25,46,42,3,2,Stadium 6-6,Completed,71231
2890,6,2020-2021,2023-02-02,46,41,5,3,Stadium 6-6,Completed,75433
2891,6,2021-2022,2024-05-19,48,41,4,4,Stadium 6-8,Completed,20460
2892,6,2020-2021,2022-11-26,48,44,4,2,Stadium 6-8,Completed,54795
2893,6,2021-2022,2024-04-30,44,45,3,4,Stadium 6-4,Completed,33140
2894,6,2020-2021,2022-01-06,48,46,5,2,Stadium 6-8,Completed,71030
2895,6,2021-2022,2023-09-24,43,42,1,1,Stadium 6-3,Scheduled,54130
2896,6,2021-2022,2024-04-26,46,41,3,0,Stadium 6-6,Completed,47632
2897,6,2021-2022,2024-01-27,45,41,5,0,Stadium 6-5,Completed,79284
2898,6,2021-2022,2022-06-05,44,45,4,3,Stadium 6-4,Completed,47769
2899,6,2021-2022,2022-01-11,42,45,2,0,Stadium 6-2,Completed,28775
2900,6,2021-2022,2022-02-26,44,41,2,1,Stadium 6-4,Completed,48596
2901,6,2023-2024,2021-07-31,47,41,4,5,Stadium 6-7,Completed,64062
2902,6,2023-2024,2024-05-11,45,46,4,5,Stadium 6-5,Scheduled,14013
2903,6,2023-2024,2023-04-06,43,41,5,4,Stadium 6-3,Completed,62403
2904,6,2022-2023,2022-07-28,45,42,3,2,Stadium 6-5,Completed,51624
2905,6,2020-2021,2023-06-12,42,43,5,3,Stadium 6-2,Completed,70202
2906,6,2021-2022,2021-08-02,41,48,4,4,Stadium 6-1,Completed,68379
2907,6,2020-2021,2020-10-04,45,41,0,2,Stadium 6-5,Scheduled,68805
2908,6,2023-2024,2021-03-15,41,46,5,3,Stadium 6-1,Completed,56716
2909,6,2023-2024,2021-06-06,43,42,1,5,Stadium 6-3,Scheduled,71731
2910,6,2020-2021,2022-03-19,44,45,2,3,Stadium 6-4,Completed,34388
2911,6,2023-2024,2022-01-11,47,43,3,0,Stadium 6-7,Completed,35673
2912,6,2023-2024,2024-04-03,47,41,1,4,Stadium 6-7,Completed,18619
2913,6,2022-2023,2021-07-17,41,47,1,4,Stadium 6-1,Completed,73441
2914,6,2021-2022,2023-11-30,48,45,1,1,Stadium 6-8,Completed,61879
2915,6,2022-2023,2020-11-11,41,48,1,1,Stadium 6-1,Completed,57254
2916,6,2020-2021,2024-02-06,46,45,3,4,Stadium 6-6,Scheduled,14122
2917,6,2020-2021,2021-08-11,44,45,5,2,Stadium 6-4,Completed,58962
2918,6,2021-2022,2023-01-26,48,42,4,4,Stadium 6-8,Scheduled,56831
2919,6,2023-2024,2021-08-24,41,45,1,3,Stadium 6-1,Completed,70249
2920,6,2020-2021,2021-04-20,44,43,2,0,Stadium 6-4,Completed,63439
2921,6,2022-2023,2023-01-08,46,41,5,2,Stadium 6-6,Completed,65025
2922,6,2021-2022,2021-02-01,48,44,1,3,Stadium 6-8,Scheduled,44284
2923,6,2021-2022,2022-10-20,47,43,3,3,Stadium 6-7,Scheduled,31090
2924,6,2021-2022,2024-01-15,45,44,3,2,Stadium 6-5,Completed,8365
2925,6,2021-2022,2021-12-01,47,42,5,4,Stadium 6-7,Scheduled,24967
2926,6,2020-2021,2021-07-16,43,46,2,2,Stadium 6-3,Completed,46047
2927,6,2023-2024,2023-04-25,41,48,0,0,Stadium 6-1,Completed,79880
2928,6,2023-2024,2023-10-18,44,45,0,3,Stadium 6-4,Scheduled,49992
2929,6,2023-2024,2021-07-03,48,45,3,5,Stadium 6-8,Completed,58325
2930,6,2020-2021,2021-04-14,45,48,1,5,Stadium 6-5,Completed,66703
2931,6,2020-2021,2020-10-18,46,47,1,0,Stadium 6-6,Scheduled,35239
2932,6,2023-2024,2023-04-28,47,46,1,2,Stadium 6-7,Completed,16272
2933,6,2020-2021,2020-10-10,47,45,2,4,Stadium 6-7,Completed,41041
2934,6,2021-2022,2021-12-14,42,46,4,1,Stadium 6-2,Completed,19911
2935,6,2021-2022,2021-03-01,45,46,2,3,Stadium 6-5,Completed,61393
2936,6,2022-2023,2024-05-29,41,46,2,2,Stadium 6-1,Completed,34704
2937,6,2021-2022,2023-10-12,47,45,2,5,Stadium 6-7,Completed,30810
2938,6,2023-2024,2021-01-24,45,44,5,5,Stadium 6-5,Completed,62428
2939,6,2020-2021,2022-03-27,41,48,2,4,Stadium 6-1,Completed,22337
2940,6,2020-2021,2022-04-14,45,46,2,0,Stadium 6-5,Completed,52960
2941,6,2022-2023,2021-03-19,46,44,5,3,Stadium 6-6,Scheduled,39761
2942,6,2020-2021,2021-09-03,45,48,1,4,Stadium 6-5,Completed,59309
2943,6,2023-2024,2023-05-02,45,43,3,1,Stadium 6-5,Scheduled,52253
2944,6,2020-2021,2021-05-25,45,42,0,0,Stadium 6-5,Completed,36942
2945,6,2023-2024,2021-01-13,46,48,0,3,Stadium 6-6,Completed,79209
2946,6,2021-2022,2023-07-23,46,43,4,2,Stadium 6-6,Completed,51901
2947,6,2021-2022,2023-12-05,45,47,0,3,Stadium 6-5,Scheduled,59219
2948,6,2023-2024,2024-02-15,41,44,1,3,Stadium 6-1,Scheduled,30877
2949,6,2020-2021,2021-03-23,41,44,5,4,Stadium 6-1,Completed,52307
2950,6,2020-2021,2021-04-19,41,45,2,4,Stadium 6-1,Completed,28746
2951,6,2021-2022,2021-12-16,41,42,1,0,Stadium 6-1,Completed,61769
2952,6,2022-2023,2021-07-26,44,42,1,3,Stadium 6-4,Completed,29268
2953,6,2023-2024,2023-04-22,45,44,1,4,Stadium 6-5,Completed,22585
2954,6,2021-2022,2022-05-27,46,42,2,4,Stadium 6-6,Completed,36097
2955,6,2022-2023,2021-02-08,41,44,1,2,Stadium 6-1,Scheduled,64647
2956,6,2020-2021,2021-04-02,47,48,1,3,Stadium 6-7,Completed,37245
2957,6,2020-2021,2022-07-21,48,43,1,5,Stadium 6-8,Completed,70392
2958,6,2021-2022,2021-03-04,48,46,5,4,Stadium 6-8,Completed,5882
2959,6,2021-2022,2020-10-29,45,46,0,2,Stadium 6-5,Completed,59214
2960,6,2020-2021,2021-09-28,47,48,3,0,Stadium 6-7,Completed,63710
2961,6,2020-2021,2023-09-01,41,45,5,0,Stadium 6-1,Completed,77121
2962,6,2021-2022,2021-12-12,48,46,5,2,Stadium 6-8,Completed,54703
2963,6,2023-2024,2022-11-14,45,44,3,3,Stadium 6-5,Scheduled,78513
2964,6,2022-2023,2024-02-19,47,48,4,4,Stadium 6-7,Scheduled,50353
2965,6,2023-2024,2021-02-23,41,44,1,0,Stadium 6-1,Completed,61955
2966,6,2020-2021,2021-02-14,48,45,5,5,Stadium 6-8,Completed,11434
2967,6,2020-2021,2023-04-10,42,45,0,4,Stadium 6-2,Completed,46220
2968,6,2020-2021,2023-05-26,48,44,1,1,Stadium 6-8,Completed,72154
2969,6,2021-2022,2021-03-12,44,41,3,5,Stadium 6-4,Completed,16848
2970,6,2023-2024,2023-09-10,46,44,2,1,Stadium 6-6,Completed,71712
2971,6,2023-2024,2023-09-13,48,41,1,5,Stadium 6-8,Completed,7858
2972,6,2023-2024,2021-09-05,43,48,2,0,Stadium 6-3,Completed,60697
2973,6,2020-2021,2020-10-05,48,44,2,5,Stadium 6-8,Scheduled,56759
2974,6,2022-2023,2021-04-17,45,44,4,2,Stadium 6-5,Completed,77413
2975,6,2020-2021,2021-12-08,45,43,4,3,Stadium 6-5,Scheduled,40041
2976,6,2022-2023,2023-10-27,43,48,5,4,Stadium 6-3,Completed,15133
2977,6,2022-2023,2024-03-21,48,44,5,4,Stadium 6-8,Completed,64495
2978,6,2022-2023,2021-06-13,46,43,5,2,Stadium 6-6,Completed,35803
2979,6,2020-2021,2023-12-16,47,44,2,2,Stadium 6-7,Completed,43005
2980,6,2022-2023,2020-12-16,41,43,4,1,Stadium 6-1,Completed,35247
2981,6,2021-2022,2024-02-08,43,48,4,5,Stadium 6-3,Completed,65993
2982,6,2020-2021,2023-12-16,43,44,4,0,Stadium 6-3,Completed,69311
2983,6,2023-2024,2023-12-16,47,43,0,5,Stadium 6-7,Scheduled,21611
2984,6,2021-2022,2024-05-13,44,41,4,4,Stadium 6-4,Completed,74721
2985,6,2021-2022,2021-01-17,41,44,5,1,Stadium 6-1,Completed,23133
2986,6,2020-2021,2023-01-09,41,47,4,2,Stadium 6-1,Scheduled,36421
2987,6,2021-2022,2022-01-04,42,45,0,0,Stadium 6-2,Completed,46539
2988,6,2022-2023,2021-01-31,43,46,5,3,Stadium 6-3,Completed,58457
2989,6,2020-2021,2022-02-21,41,44,3,2,Stadium 6-1,Completed,55008
2990,6,2021-2022,2023-07-15,41,42,3,1,Stadium 6-1,Completed,11642
2991,6,2022-2023,2022-09-21,42,41,3,5,Stadium 6-2,Completed,73730
2992,6,2022-2023,2022-02-27,46,43,0,0,Stadium 6-6,Completed,12585
2993,6,2023-2024,2024-02-14,46,47,4,0,Stadium 6-6,Scheduled,75624
2994,6,2022-2023,2020-12-08,41,45,1,3,Stadium 6-1,Completed,39732
2995,6,2020-2021,2024-03-09,48,41,4,5,Stadium 6-8,Scheduled,33373
2996,6,2022-2023,2023-01-08,46,42,4,3,Stadium 6-6,Completed,34699
2997,6,2023-2024,2022-05-05,41,44,4,2,Stadium 6-1,Scheduled,40154
2998,6,2023-2024,2022-02-03,41,42,5,5,Stadium 6-1,Scheduled,61706
2999,6,2021-2022,2022-10-29,48,47,3,1,Stadium 6-8,Completed,65298
3000,6,2023-2024,2023-11-20,45,42,3,2,Stadium 6-5,Scheduled,56943
3001,7,2022-2023,2021-04-28,50,51,0,0,Stadium 7-2,Completed,78972
3002,7,2021-2022,2022-01-07,53,52,1,0,Stadium 7-5,Completed,66477
3003,7,2023-2024,2020-09-01,52,49,2,2,Stadium 7-4,Completed,73885
3004,7,2022-2023,2021-12-24,52,49,4,3,Stadium 7-4,Completed,44991
3005,7,2022-2023,2022-01-23,55,54,5,5,Stadium 7-7,Completed,32671
3006,7,2022-2023,2022-07-27,56,51,0,0,Stadium 7-8,Scheduled,10407
3007,7,2020-2021,2023-07-28,56,52,1,5,Stadium 7-8,Completed,67461
3008,7,2022-2023,2021-06-10,51,55,3,4,Stadium 7-3,Completed,55946
3009,7,2022-2023,2020-10-19,51,54,3,3,Stadium 7-3,Completed,46928
3010,7,2020-2021,2021-03-20,56,55,5,2,Stadium 7-8,Completed,24276
3011,7,2021-2022,2021-01-22,50,52,3,4,Stadium 7-2,Completed,28176
3012,7,2020-2021,2023-07-09,50,54,2,0,Stadium 7-2,Completed,15873
3013,7,2020-2021,2021-10-13,55,50,3,3,Stadium 7-7,Completed,17855
3014,7,2021-2022,2023-11-04,56,55,1,2,Stadium 7-8,Completed,79793
3015,7,2022-2023,2023-10-03,54,53,4,0,Stadium 7-6,Scheduled,17645
3016,7,2023-2024,2020-10-21,54,56,3,4,Stadium 7-6,Completed,27492
3017,7,2023-2024,2022-05-17,49,53,5,0,Stadium 7-1,Completed,17781
3018,7,2020-2021,2022-07-01,53,49,0,4,Stadium 7-5,Completed,25119
3019,7,2020-2021,2021-05-08,52,49,5,5,Stadium 7-4,Completed,69369
3020,7,2022-2023,2024-04-06,51,53,1,3,Stadium 7-3,Scheduled,18430
3021,7,2021-2022,2023-04-23,54,50,0,3,Stadium 7-6,Scheduled,13973
3022,7,2020-2021,2022-08-04,55,56,5,4,Stadium 7-7,Scheduled,48844
3023,7,2020-2021,2021-04-15,55,54,4,5,Stadium 7-7,Completed,19145
3024,7,2022-2023,2023-01-11,55,50,5,3,Stadium 7-7,Completed,36658
3025,7,2022-2023,2022-02-28,55,50,2,2,Stadium 7-7,Completed,58765
3026,7,2023-2024,2020-11-10,49,54,0,4,Stadium 7-1,Completed,70763
3027,7,2023-2024,2022-07-05,53,51,0,1,Stadium 7-5,Completed,55874
3028,7,2021-2022,2020-10-16,56,53,2,4,Stadium 7-8,Scheduled,22036
3029,7,2022-2023,2020-10-29,53,49,3,5,Stadium 7-5,Completed,64731
3030,7,2020-2021,2021-05-12,54,51,3,2,Stadium 7-6,Completed,15587
3031,7,2022-2023,2020-12-10,50,55,5,0,Stadium 7-2,Completed,54709
3032,7,2022-2023,2020-11-19,50,51,5,5,Stadium 7-2,Completed,15036
3033,7,2020-2021,2020-09-28,51,54,5,1,Stadium 7-3,Completed,17242
3034,7,2021-2022,2024-01-02,56,54,5,0,Stadium 7-8,Scheduled,65128
3035,7,2021-2022,2023-04-06,50,51,3,1,Stadium 7-2,Scheduled,17754
3036,7,2023-2024,2023-12-28,52,49,4,0,Stadium 7-4,Completed,15371
3037,7,2020-2021,2024-04-25,56,51,3,4,Stadium 7-8,Completed,63581
3038,7,2022-2023,2023-05-18,51,54,2,1,Stadium 7-3,Completed,37139
3039,7,2021-2022,2024-04-25,49,56,3,1,Stadium 7-1,Completed,13119
3040,7,2022-2023,2024-01-15,54,56,3,1,Stadium 7-6,Completed,39686
3041,7,2021-2022,2023-05-03,56,49,2,5,Stadium 7-8,Scheduled,72413
3042,7,2023-2024,2022-03-22,55,49,0,2,Stadium 7-7,Completed,28304
3043,7,2023-2024,2024-02-22,54,55,5,3,Stadium 7-6,Scheduled,66882
3044,7,2021-2022,2021-02-27,51,49,0,1,Stadium 7-3,Scheduled,55446
3045,7,2020-2021,2023-10-16,53,56,3,2,Stadium 7-5,Completed,62068
3046,7,2023-2024,2022-04-24,52,55,0,2,Stadium 7-4,Scheduled,12855
3047,7,2022-2023,2022-06-11,54,53,1,2,Stadium 7-6,Completed,78292
3048,7,2022-2023,2022-07-03,53,55,3,3,Stadium 7-5,Completed,78426
3049,7,2021-2022,2022-03-10,51,49,0,5,Stadium 7-3,Completed,67905
3050,7,2020-2021,2022-01-09,54,56,5,5,Stadium 7-6,Completed,52868
3051,7,2020-2021,2020-09-19,49,53,4,0,Stadium 7-1,Completed,57538
3052,7,2020-2021,2021-07-29,51,52,5,5,Stadium 7-3,Completed,27117
3053,7,2020-2021,2021-05-18,52,54,3,3,Stadium 7-4,Completed,52194
3054,7,2021-2022,2021-12-13,56,51,3,4,Stadium 7-8,Completed,60553
3055,7,2021-2022,2021-09-26,53,56,0,5,Stadium 7-5,Scheduled,30820
3056,7,2020-2021,2023-02-21,52,55,4,3,Stadium 7-4,Completed,35737
3057,7,2021-2022,2023-08-23,53,54,1,2,Stadium 7-5,Completed,75569
3058,7,2020-2021,2021-04-02,56,50,0,4,Stadium 7-8,Scheduled,31014
3059,7,2021-2022,2021-11-02,52,53,2,5,Stadium 7-4,Completed,39299
3060,7,2023-2024,2023-07-30,49,51,3,1,Stadium 7-1,Completed,48340
3061,7,2023-2024,2022-10-20,51,56,1,0,Stadium 7-3,Scheduled,60118
3062,7,2022-2023,2023-04-25,56,53,1,4,Stadium 7-8,Scheduled,46822
3063,7,2022-2023,2023-08-09,55,54,4,5,Stadium 7-7,Completed,72723
3064,7,2021-2022,2022-06-18,54,56,3,3,Stadium 7-6,Completed,37359
3065,7,2020-2021,2023-01-24,52,55,3,0,Stadium 7-4,Scheduled,28391
3066,7,2023-2024,2023-05-01,53,55,4,5,Stadium 7-5,Completed,13443
3067,7,2023-2024,2022-10-20,49,54,3,5,Stadium 7-1,Completed,37698
3068,7,2020-2021,2022-03-15,49,51,1,4,Stadium 7-1,Completed,78553
3069,7,2020-2021,2023-12-23,49,54,4,2,Stadium 7-1,Scheduled,31282
3070,7,2023-2024,2023-12-24,51,49,5,4,Stadium 7-3,Completed,48559
3071,7,2022-2023,2021-10-15,55,56,0,4,Stadium 7-7,Completed,27417
3072,7,2023-2024,2023-01-07,51,55,5,2,Stadium 7-3,Completed,57448
3073,7,2023-2024,2024-03-24,54,53,4,5,Stadium 7-6,Completed,77880
3074,7,2023-2024,2020-10-31,50,54,1,0,Stadium 7-2,Completed,16014
3075,7,2023-2024,2021-11-19,50,56,5,3,Stadium 7-2,Completed,13405
3076,7,2020-2021,2021-02-12,55,53,0,1,Stadium 7-7,Completed,77170
3077,7,2021-2022,2021-05-15,54,55,5,2,Stadium 7-6,Completed,26944
3078,7,2021-2022,2022-01-24,56,53,2,4,Stadium 7-8,Completed,18547
3079,7,2021-2022,2023-03-26,55,56,1,5,Stadium 7-7,Completed,35086
3080,7,2021-2022,2022-03-20,50,51,3,1,Stadium 7-2,Completed,29945
3081,7,2023-2024,2023-05-30,51,53,2,3,Stadium 7-3,Completed,33274
3082,7,2023-2024,2023-02-16,53,50,2,5,Stadium 7-5,Scheduled,57689
3083,7,2021-2022,2023-02-01,49,52,5,3,Stadium 7-1,Completed,79478
3084,7,2022-2023,2021-09-07,54,55,0,4,Stadium 7-6,Completed,28012
3085,7,2020-2021,2023-09-13,50,53,1,0,Stadium 7-2,Completed,30696
3086,7,2023-2024,2021-10-04,51,49,5,3,Stadium 7-3,Completed,37247
3087,7,2021-2022,2021-02-03,54,53,2,3,Stadium 7-6,Scheduled,71989
3088,7,2022-2023,2022-08-10,55,49,3,1,Stadium 7-7,Scheduled,78046
3089,7,2020-2021,2022-04-24,53,52,4,1,Stadium 7-5,Completed,35499
3090,7,2022-2023,2020-08-12,53,54,5,4,Stadium 7-5,Completed,51405
3091,7,2023-2024,2021-02-12,56,49,3,5,Stadium 7-8,Completed,41487
3092,7,2021-2022,2021-04-06,50,51,1,3,Stadium 7-2,Completed,30857
3093,7,2020-2021,2023-04-08,50,56,4,4,Stadium 7-2,Completed,21053
3094,7,2023-2024,2021-09-24,54,56,3,4,Stadium 7-6,Scheduled,47684
3095,7,2021-2022,2021-06-12,50,55,2,5,Stadium 7-2,Completed,57614
3096,7,2021-2022,2022-10-13,51,52,4,4,Stadium 7-3,Scheduled,28112
3097,7,2023-2024,2023-09-13,50,55,1,4,Stadium 7-2,Completed,64115
3098,7,2020-2021,2020-11-27,49,52,1,1,Stadium 7-1,Completed,64787
3099,7,2023-2024,2022-02-02,49,56,3,4,Stadium 7-1,Scheduled,47320
3100,7,2020-2021,2023-05-14,55,56,2,1,Stadium 7-7,Completed,22011
3101,7,2021-2022,2023-09-03,52,54,0,4,Stadium 7-4,Scheduled,78123
3102,7,2022-2023,2020-08-13,51,54,2,3,Stadium 7-3,Scheduled,74711
3103,7,2023-2024,2021-08-07,52,56,3,4,Stadium 7-4,Completed,9858
3104,7,2021-2022,2023-12-21,53,51,0,1,Stadium 7-5,Completed,59141
3105,7,2022-2023,2021-11-27,52,53,0,5,Stadium 7-4,Completed,46129
3106,7,2021-2022,2022-01-08,53,56,2,5,Stadium 7-5,Completed,70776
3107,7,2023-2024,2021-07-02,55,51,0,2,Stadium 7-7,Completed,63546
3108,7,2020-2021,2023-02-28,52,53,5,5,Stadium 7-4,Completed,64682
3109,7,2020-2021,2023-06-12,55,53,4,3,Stadium 7-7,Completed,12999
3110,7,2020-2021,2024-03-30,56,55,2,5,Stadium 7-8,Completed,36394
3111,7,2022-2023,2022-10-25,56,49,2,3,Stadium 7-8,Completed,65522
3112,7,2021-2022,2023-02-19,56,51,4,5,Stadium 7-8,Completed,35956
3113,7,2022-2023,2021-06-23,55,51,2,4,Stadium 7-7,Completed,54575
3114,7,2021-2022,2021-02-09,51,54,4,2,Stadium 7-3,Completed,56785
3115,7,2022-2023,2020-08-17,55,54,4,5,Stadium 7-7,Completed,24044
3116,7,2020-2021,2021-06-15,56,49,4,4,Stadium 7-8,Completed,24488
3117,7,2020-2021,2023-08-09,53,51,3,1,Stadium 7-5,Completed,76767
3118,7,2022-2023,2022-11-14,52,49,4,5,Stadium 7-4,Completed,65185
3119,7,2023-2024,2022-07-20,52,56,3,1,Stadium 7-4,Scheduled,78842
3120,7,2022-2023,2022-08-15,53,50,4,3,Stadium 7-5,Scheduled,74427
3121,7,2023-2024,2021-12-21,53,51,5,4,Stadium 7-5,Completed,74164
3122,7,2021-2022,2022-05-03,53,49,5,0,Stadium 7-5,Scheduled,49967
3123,7,2021-2022,2023-02-08,56,54,0,4,Stadium 7-8,Completed,19151
3124,7,2021-2022,2021-06-24,51,49,1,4,Stadium 7-3,Completed,33086
3125,7,2020-2021,2021-12-15,55,54,1,0,Stadium 7-7,Completed,18906
3126,7,2022-2023,2020-08-04,55,56,0,3,Stadium 7-7,Completed,57978
3127,7,2022-2023,2020-09-21,56,54,1,3,Stadium 7-8,Completed,78218
3128,7,2021-2022,2023-12-31,52,51,5,0,Stadium 7-4,Completed,20254
3129,7,2022-2023,2022-06-01,52,51,4,5,Stadium 7-4,Completed,58281
3130,7,2020-2021,2023-10-03,53,50,3,3,Stadium 7-5,Completed,21537
3131,7,2022-2023,2023-03-08,56,54,0,2,Stadium 7-8,Completed,79416
3132,7,2021-2022,2021-10-18,52,49,4,5,Stadium 7-4,Completed,13007
3133,7,2021-2022,2023-09-07,51,53,2,5,Stadium 7-3,Scheduled,67915
3134,7,2022-2023,2020-09-25,54,49,0,0,Stadium 7-6,Completed,13795
3135,7,2020-2021,2023-01-18,54,50,0,5,Stadium 7-6,Completed,45969
3136,7,2020-2021,2023-09-30,49,56,2,2,Stadium 7-1,Completed,57029
3137,7,2021-2022,2022-08-29,55,56,1,3,Stadium 7-7,Scheduled,31195
3138,7,2021-2022,2021-01-04,50,51,2,4,Stadium 7-2,Scheduled,70417
3139,7,2023-2024,2023-02-14,53,49,2,5,Stadium 7-5,Completed,56054
3140,7,2023-2024,2023-03-09,49,51,1,5,Stadium 7-1,Completed,10678
3141,7,2023-2024,2022-10-19,51,50,4,0,Stadium 7-3,Scheduled,69165
3142,7,2023-2024,2024-04-24,56,52,4,1,Stadium 7-8,Completed,52974
3143,7,2021-2022,2024-05-29,49,53,1,5,Stadium 7-1,Completed,6269
3144,7,2021-2022,2023-07-07,49,56,4,3,Stadium 7-1,Completed,54682
3145,7,2023-2024,2021-12-06,55,52,2,1,Stadium 7-7,Completed,57268
3146,7,2022-2023,2022-01-29,54,50,2,5,Stadium 7-6,Completed,53076
3147,7,2023-2024,2021-08-14,53,56,5,1,Stadium 7-5,Completed,16678
3148,7,2021-2022,2023-11-25,55,50,2,4,Stadium 7-7,Completed,43284
3149,7,2020-2021,2024-01-18,53,56,4,5,Stadium 7-5,Scheduled,23486
3150,7,2023-2024,2023-11-07,55,50,1,3,Stadium 7-7,Scheduled,78726
3151,7,2023-2024,2024-02-26,55,49,3,1,Stadium 7-7,Completed,44528
3152,7,2021-2022,2024-05-06,52,49,1,1,Stadium 7-4,Completed,78231
3153,7,2021-2022,2023-04-21,50,52,4,3,Stadium 7-2,Completed,76238
3154,7,2021-2022,2021-06-14,56,51,3,5,Stadium 7-8,Completed,26427
3155,7,2021-2022,2024-03-19,51,53,1,3,Stadium 7-3,Completed,48391
3156,7,2022-2023,2020-12-11,53,51,2,0,Stadium 7-5,Completed,17744
3157,7,2022-2023,2021-07-18,55,49,0,4,Stadium 7-7,Scheduled,23230
3158,7,2020-2021,2022-01-03,50,54,1,4,Stadium 7-2,Scheduled,16478
3159,7,2023-2024,2023-08-21,53,51,3,4,Stadium 7-5,Scheduled,65665
3160,7,2021-2022,2022-10-09,49,54,5,5,Stadium 7-1,Completed,58821
3161,7,2022-2023,2022-10-04,49,56,5,1,Stadium 7-1,Completed,38968
3162,7,2022-2023,2023-03-18,54,51,4,4,Stadium 7-6,Completed,23290
3163,7,2022-2023,2020-10-18,55,54,2,2,Stadium 7-7,Completed,47020
3164,7,2021-2022,2020-09-23,52,55,3,0,Stadium 7-4,Completed,23497
3165,7,2022-2023,2023-03-02,51,54,4,2,Stadium 7-3,Completed,7938
3166,7,2022-2023,2021-10-17,50,49,3,1,Stadium 7-2,Scheduled,54113
3167,7,2021-2022,2024-04-30,56,51,0,2,Stadium 7-8,Completed,6782
3168,7,2023-2024,2023-04-14,53,56,3,3,Stadium 7-5,Completed,41850
3169,7,2020-2021,2021-02-28,50,49,3,5,Stadium 7-2,Completed,33769
3170,7,2022-2023,2023-12-02,55,54,4,0,Stadium 7-7,Completed,52037
3171,7,2022-2023,2022-02-24,52,54,0,0,Stadium 7-4,Completed,10523
3172,7,2021-2022,2024-02-08,55,54,2,5,Stadium 7-7,Scheduled,50431
3173,7,2022-2023,2023-06-14,54,52,1,0,Stadium 7-6,Completed,58991
3174,7,2023-2024,2020-11-15,50,56,3,3,Stadium 7-2,Completed,62047
3175,7,2021-2022,2023-12-02,50,51,1,1,Stadium 7-2,Completed,76856
3176,7,2022-2023,2020-08-31,56,49,0,5,Stadium 7-8,Completed,35442
3177,7,2023-2024,2023-03-29,51,54,2,1,Stadium 7-3,Completed,23386
3178,7,2021-2022,2023-11-15,51,49,0,5,Stadium 7-3,Completed,13392
3179,7,2023-2024,2021-04-08,56,50,4,2,Stadium 7-8,Completed,69306
3180,7,2021-2022,2023-08-21,50,49,2,3,Stadium 7-2,Scheduled,27174
3181,7,2023-2024,2024-05-21,49,50,0,5,Stadium 7-1,Scheduled,75848
3182,7,2020-2021,2024-04-07,51,49,5,1,Stadium 7-3,Scheduled,56210
3183,7,2023-2024,2022-12-01,53,56,1,1,Stadium 7-5,Completed,18945
3184,7,2021-2022,2022-05-05,50,56,0,5,Stadium 7-2,Completed,43288
3185,7,2023-2024,2023-09-21,51,53,1,0,Stadium 7-3,Completed,44245
3186,7,2020-2021,2021-01-30,55,49,2,0,Stadium 7-7,Completed,36735
3187,7,2023-2024,2022-11-17,53,56,3,3,Stadium 7-5,Completed,22472
3188,7,2022-2023,2020-09-17,50,54,5,0,Stadium 7-2,Completed,32848
3189,7,2022-2023,2022-09-03,50,53,0,1,Stadium 7-2,Completed,70116
3190,7,2021-2022,2021-02-28,56,53,2,4,Stadium 7-8,Scheduled,71624
3191,7,2022-2023,2023-08-13,50,56,0,5,Stadium 7-2,Completed,73557
3192,7,2023-2024,2023-06-09,54,50,4,2,Stadium 7-6,Completed,55231
3193,7,2020-2021,2022-02-11,53,51,1,1,Stadium 7-5,Scheduled,29282
3194,7,2023-2024,2024-05-14,55,51,2,3,Stadium 7-7,Completed,70648
3195,7,2023-2024,2021-12-31,49,54,1,2,Stadium 7-1,Completed,8427
3196,7,2023-2024,2020-12-17,55,49,1,1,Stadium 7-7,Completed,18384
3197,7,2021-2022,2021-04-21,52,51,2,5,Stadium 7-4,Completed,22498
3198,7,2022-2023,2023-05-05,55,54,5,2,Stadium 7-7,Completed,42337
3199,7,2020-2021,2024-01-22,49,53,1,0,Stadium 7-1,Completed,42526
3200,7,2020-2021,2022-01-05,49,55,0,1,Stadium 7-1,Completed,44695
3201,7,2023-2024,2021-01-13,54,55,5,0,Stadium 7-6,Completed,64401
3202,7,2022-2023,2021-08-25,55,51,2,2,Stadium 7-7,Completed,68227
3203,7,2020-2021,2021-01-28,52,53,0,1,Stadium 7-4,Completed,17150
3204,7,2021-2022,2022-11-20,52,50,1,1,Stadium 7-4,Completed,6479
3205,7,2023-2024,2024-01-09,54,52,2,3,Stadium 7-6,Completed,67686
3206,7,2023-2024,2024-01-29,53,55,1,0,Stadium 7-5,Completed,62515
3207,7,2020-2021,2022-01-27,51,50,3,4,Stadium 7-3,Scheduled,40085
3208,7,2022-2023,2022-04-06,49,50,3,0,Stadium 7-1,Scheduled,60235
3209,7,2022-2023,2022-08-07,50,52,1,2,Stadium 7-2,Completed,45098
3210,7,2021-2022,2021-06-16,52,55,3,0,Stadium 7-4,Scheduled,68257
3211,7,2022-2023,2024-05-18,55,52,1,4,Stadium 7-7,Completed,34302
3212,7,2021-2022,2021-04-21,53,52,0,2,Stadium 7-5,Scheduled,23968
